布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHJ0019-03	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-03-D1	FHJ0019-03-D2	FHJ0019-03-Q1	FHJ0019-03-Q2	FHJ0019-03-Q3	FHJ0019-03-Q4	FHJ0039-03	FHJ0015-11	FHD0001-40	FHJ0039-42	0	0	0
FHJ0019-31	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-31-D1	FHJ0019-31-D2	FHJ0019-31-Q1	FHJ0019-31-Q2	FHJ0019-31-Q3	FHJ0019-31-Q4	FHJ0005-40	FHJ0004-50	FHD0001-11	FHD0006-10	0	0	0
FHJ0019-32	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-32-D1	FHJ0019-32-D2	FHJ0019-32-Q1	FHJ0019-32-Q2	FHJ0019-32-Q3	FHJ0019-32-Q4	FHJ0034-31	FHJ0038-40	FHJ0063-42	0	0	0	0
FHJ0019-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-40-D1	FHJ0019-40-D2	FHJ0019-40-Q1	FHJ0019-40-Q2	FHJ0019-40-Q3	FHJ0019-40-Q4	FHJ0014-31	FHJ0014-50	FHJ0063-30	FHJ0063-40	0	0	0
FHJ0019-41	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-41-D1	FHJ0019-41-D2	FHJ0019-41-Q1	FHJ0019-41-Q2	FHJ0019-41-Q3	FHJ0019-41-Q4	FHJ0063-41	FHJ0034-01	0	0	0	0	0
FHJ0019-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-42-D1	FHJ0019-42-D2	FHJ0019-42-Q1	FHJ0019-42-Q2	FHJ0019-42-Q3	FHJ0019-42-Q4	FHJ0063-31	FHJ0046-41	FHJ0038-20	FHJ0034-20	0	0	0
FHJ0019-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-43-D1	FHJ0019-43-D2	FHJ0019-43-Q1	FHJ0019-43-Q2	FHJ0019-43-Q3	FHJ0019-43-Q4	FHJ0005-20	FHD0006-10	0	0	0	0	0
FHJ0019-44	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-44-D1	FHJ0019-44-D2	FHJ0019-44-Q1	FHJ0019-44-Q2	FHJ0019-44-Q3	FHJ0019-44-Q4	FHJ0076-30	FHJ0047-30	FHD0006-51	0	0	0	0
FHJ0020-20	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	51%涤纶41%粘胶9%腈纶	316	145	0	36.4	83.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0020-20-D1	FHJ0020-20-D2	FHJ0020-20-Q1	FHJ0020-20-Q2	FHJ0020-20-Q3	FHJ0020-20-Q4	FHJ0028-20	FHJ0008-10	0	0	0	0	0
FHJ0020-42	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	51%涤纶41%粘胶12%腈纶	316	145	0	36.4	83.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0020-42-D1	FHJ0020-42-D2	FHJ0020-42-Q1	FHJ0020-42-Q2	FHJ0020-42-Q3	FHJ0020-42-Q4	FHJ0083-30	FHJ0084-41	FHJ0023-40	FHJ0058-42	0	0	0
FHJ0021-50	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	50%涤纶50%粘胶	457	144	288	72	68	中国	0	1	1	0	0	1	1	0	0	1	FHJ0021-50-D1	FHJ0021-50-D2	FHJ0021-50-Q1	FHJ0021-50-Q2	FHJ0021-50-Q3	FHJ0021-50-Q4	FHD0003-50	FHD0006-30	FHJ0037-50	FHJ0074-50	0	0	0
FHJ0021-51	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	50%涤纶50%粘胶	457	144	288	72	68	中国	0	1	1	0	0	1	1	0	0	1	FHJ0021-51-D1	FHJ0021-51-D2	FHJ0021-51-Q1	FHJ0021-51-Q2	FHJ0021-51-Q3	FHJ0021-51-Q4	FHJ0016-30	FHJ0006-51	0	0	0	0	0
FHJ0023-20	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	324	145	290	1.8	0.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0023-20-D1	FHJ0023-20-D2	FHJ0023-20-Q1	FHJ0023-20-Q2	FHJ0023-20-Q3	FHJ0023-20-Q4	FHJ0053-40	FHJ0028-40	FHJ0058-42	0	0	0	0
FHJ0023-40	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	324	145	290	1.8	0.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0023-40-D1	FHJ0023-40-D2	FHJ0023-40-Q1	FHJ0023-40-Q2	FHJ0023-40-Q3	FHJ0023-40-Q4	FHJ0020-42	FHJ0083-30	FHJ0084-41	FHJ0058-42	0	0	0
FHJ0023-41	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	324	145	290	1.8	0.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0023-41-D1	FHJ0023-41-D2	FHJ0023-41-Q1	FHJ0023-41-Q2	FHJ0023-41-Q3	FHJ0023-41-Q4	FHJ0053-10	FHJ0008-10	FHJ0058-10	FHJ0028-40	0	0	0
FHJ0023-42	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	324	145	290	1.8	0.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0023-42-D1	FHJ0023-42-D2	FHJ0023-42-Q1	FHJ0023-42-Q2	FHJ0023-42-Q3	FHJ0023-42-Q4	FHJ0028-21	FHJ0008-40	FHJ0053-41	FHJ0058-20	0	0	0
FHJ0024-01	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-01-D1	FHJ0024-01-D2	FHJ0024-01-Q1	FHJ0024-01-Q2	FHJ0024-01-Q3	FHJ0024-01-Q4	FHJ0012-01	FHJ0005-01	0	0	0	0	0
FHJ0024-10	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-10-D1	FHJ0024-10-D2	FHJ0024-10-Q1	FHJ0024-10-Q2	FHJ0024-10-Q3	FHJ0024-10-Q4	FHJ0042-30	FHJ0071-33	FHD0001-10	FHJ0039-40	0	0	0
FHJ0025-10	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	300	142	284	154	0.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0025-10-D1	FHJ0025-10-D2	FHJ0025-10-Q1	FHJ0025-10-Q2	FHJ0025-10-Q3	FHJ0025-10-Q4	FHJ0008-40	FHJ0009-10	FHJ0053-10	FHJ0058-10	0	0	0
FHJ0025-30	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	300	142	284	154	0.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0025-30-D1	FHJ0025-30-D2	FHJ0025-30-Q1	FHJ0025-30-Q2	FHJ0025-30-Q3	FHJ0025-30-Q4	FHJ0053-20	FHJ0023-40	FHJ0058-41	0	0	0	0
FHJ0025-40	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	300	142	284	154	0.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0025-40-D1	FHJ0025-40-D2	FHJ0025-40-Q1	FHJ0025-40-Q2	FHJ0025-40-Q3	FHJ0025-40-Q4	FHJ0058-20	FHJ0020-41	FHJ0084-40	FHJ0028-20	0	0	0
FHJ0028-20	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	339	147	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0028-20-D1	FHJ0028-20-D2	FHJ0028-20-Q1	FHJ0028-20-Q2	FHJ0028-20-Q3	FHJ0028-20-Q4	FHJ0025-40	FHJ0058-20	FHJ0020-41	FHJ0084-40	0	0	0
FHJ0028-21	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	339	147	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0028-21-D1	FHJ0028-21-D2	FHJ0028-21-Q1	FHJ0028-21-Q2	FHJ0028-21-Q3	FHJ0028-21-Q4	FHJ0008-40	FHJ0053-41	FHJ0058-20	FHJ0023-42	0	0	0
FHJ0028-40	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	339	147	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0028-40-D1	FHJ0028-40-D2	FHJ0028-40-Q1	FHJ0028-40-Q2	FHJ0028-40-Q3	FHJ0028-40-Q4	FHJ0023-41	FHJ0053-10	FHJ0008-10	FHJ0058-10	0	0	0
FHJ0029-01	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-01-D1	FHJ0029-01-D2	FHJ0029-01-Q1	FHJ0029-01-Q2	FHJ0029-01-Q3	FHJ0029-01-Q4	FHJ0039-40	FHJ0048-30	FHJ0056-01	0	0	0	0
FHJ0029-10	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-10-D1	FHJ0029-10-D2	FHJ0029-10-Q1	FHJ0029-10-Q2	FHJ0029-10-Q3	FHJ0029-10-Q4	FHD0006-51	FHD0001-40	FHJ0033-41	FHJ0041-40	0	0	0
FHJ0029-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-20-D1	FHJ0029-20-D2	FHJ0029-20-Q1	FHJ0029-20-Q2	FHJ0029-20-Q3	FHJ0029-20-Q4	FHJ0059-45	FHJ0065-21	FHJ0041-40	FHJ0041-30	0	0	0
FHJ0029-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-50-D1	FHJ0029-50-D2	FHJ0029-50-Q1	FHJ0029-50-Q2	FHJ0029-50-Q3	FHJ0029-50-Q4	FHJ0059-31	FHD0001-10	FHJ0047-43	FHJ0042-10	0	0	0
FHJ0030-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	413	143	286	35.8	34.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0030-20-D1	FHJ0030-20-D2	FHJ0030-20-Q1	FHJ0030-20-Q2	FHJ0030-20-Q3	FHJ0030-20-Q4	FHJ0075-43	FHJ0074-20	FHJ0001-20	0	0	0	0
FHJ0030-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	413	143	286	35.8	34.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0030-50-D1	FHJ0030-50-D2	FHJ0030-50-Q1	FHJ0030-50-Q2	FHJ0030-50-Q3	FHJ0030-50-Q4	FHJ0074-50	FHJ0063-52	FHJ0063-40	0	0	0	0
FHJ0030-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	413	143	286	35.8	34.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0030-51-D1	FHJ0030-51-D2	FHJ0030-51-Q1	FHJ0030-51-Q2	FHJ0030-51-Q3	FHJ0030-51-Q4	FHJ0074-50	FHJ0001-50	FHJ0063-52	0	0	0	0
FHJ0031-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	413	143	286	71.5	78.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0031-20-D1	FHJ0031-20-D2	FHJ0031-20-Q1	FHJ0031-20-Q2	FHJ0031-20-Q3	FHJ0031-20-Q4	FHD0006-30	FHJ0074-20	FHJ0052-20	0	0	0	0
FHJ0031-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	413	143	286	71.5	78.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0031-50-D1	FHJ0031-50-D2	FHJ0031-50-Q1	FHJ0031-50-Q2	FHJ0031-50-Q3	FHJ0031-50-Q4	FHD0006-51	FHJ0036-60	FHJ0032-51	FHD0001-50	0	0	0
FHJ0032-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-10-D1	FHJ0032-10-D2	FHJ0032-10-Q1	FHJ0032-10-Q2	FHJ0032-10-Q3	FHJ0032-10-Q4	FHD0006-43	FHD0006-40	FHJ0077-10	FHJ0077-11	0	0	0
FHJ0032-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-30-D1	FHJ0032-30-D2	FHJ0032-30-Q1	FHJ0032-30-Q2	FHJ0032-30-Q3	FHJ0032-30-Q4	FHJ0039-02	FHD0006-10	FHJ0037-50	FHJ0052-30	0	0	0
FHJ0032-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-51-D1	FHJ0032-51-D2	FHJ0032-51-Q1	FHJ0032-51-Q2	FHJ0032-51-Q3	FHJ0032-51-Q4	FHJ0031-50	FHD0006-51	FHJ0036-60	FHD0001-50	0	0	0
FHJ0033-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-20-D1	FHJ0033-20-D2	FHJ0033-20-Q1	FHJ0033-20-Q2	FHJ0033-20-Q3	FHJ0033-20-Q4	FHJ0041-20	FHD0006-10	FHD0001-10	FHJ0048-20	FHJ0050-20	0	0
FHJ0033-41	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-41-D1	FHJ0033-41-D2	FHJ0033-41-Q1	FHJ0033-41-Q2	FHJ0033-41-Q3	FHJ0033-41-Q4	FHJ0029-10	FHD0006-51	FHD0001-40	FHJ0041-40	0	0	0
FHJ0033-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-50-D1	FHJ0033-50-D2	FHJ0033-50-Q1	FHJ0033-50-Q2	FHJ0033-50-Q3	FHJ0033-50-Q4	FHJ0041-40	FHJ0040-43	FHJ0047-44	FHJ0033-41	0	0	0
FHJ0033-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-51-D1	FHJ0033-51-D2	FHJ0033-51-Q1	FHJ0033-51-Q2	FHJ0033-51-Q3	FHJ0033-51-Q4	FHD0006-10	FHJ0041-50	FHD0001-11	FHJ0048-50	FHD0003-50	0	0
FHJ0034-01	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	39.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0034-01-D1	FHJ0034-01-D2	FHJ0034-01-Q1	FHJ0034-01-Q2	FHJ0034-01-Q3	FHJ0034-01-Q4	FHJ0063-40	FHJ0046-42	FHJ0090-40	0	0	0	0
FHJ0034-20	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	39.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0034-20-D1	FHJ0034-20-D2	FHJ0034-20-Q1	FHJ0034-20-Q2	FHJ0034-20-Q3	FHJ0034-20-Q4	FHJ0063-31	FHJ0046-41	FHJ0038-20	FHJ0019-42	0	0	0
FHJ0034-31	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	39.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0034-31-D1	FHJ0034-31-D2	FHJ0034-31-Q1	FHJ0034-31-Q2	FHJ0034-31-Q3	FHJ0034-31-Q4	FHJ0038-40	FHJ0063-42	FHJ0019-32	0	0	0	0
FHJ0034-40	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	39.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0034-40-D1	FHJ0034-40-D2	FHJ0034-40-Q1	FHJ0034-40-Q2	FHJ0034-40-Q3	FHJ0034-40-Q4	FHJ0046-42	FHJ0063-40	FHJ0063-30	0	0	0	0
FHJ0034-41	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	39.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0034-41-D1	FHJ0034-41-D2	FHJ0034-41-Q1	FHJ0034-41-Q2	FHJ0034-41-Q3	FHJ0034-41-Q4	FHJ0063-43	FHJ0075-42	0	0	0	0	0
FHJ0035-30	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	55.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0035-30-D1	FHJ0035-30-D2	FHJ0035-30-Q1	FHJ0035-30-Q2	FHJ0035-30-Q3	FHJ0035-30-Q4	FHJ0063-30	FHJ0075-43	FHJ0046-43	0	0	0	0
FHJ0035-40	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	55.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0035-40-D1	FHJ0035-40-D2	FHJ0035-40-Q1	FHJ0035-40-Q2	FHJ0035-40-Q3	FHJ0035-40-Q4	FHJ0063-40	FHJ0046-44	FHJ0038-41	0	0	0	0
FHJ0036-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0036-42-D1	FHJ0036-42-D2	FHJ0036-42-Q1	FHJ0036-42-Q2	FHJ0036-42-Q3	FHJ0036-42-Q4	FHJ0012-40	FHJ0005-10	FHD0001-41	FHD0006-40	0	0	0
FHJ0036-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0036-50-D1	FHJ0036-50-D2	FHJ0036-50-Q1	FHJ0036-50-Q2	FHJ0036-50-Q3	FHJ0036-50-Q4	FHJ0018-50	FHJ0006-50	FHD0006-40	FHD0006-11	0	0	0
FHJ0036-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0036-51-D1	FHJ0036-51-D2	FHJ0036-51-Q1	FHJ0036-51-Q2	FHJ0036-51-Q3	FHJ0036-51-Q4	FHJ0007-41	FHJ0059-10	FHJ0036-60	FHJ0063-40	0	0	0
FHJ0036-60	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0036-60-D1	FHJ0036-60-D2	FHJ0036-60-Q1	FHJ0036-60-Q2	FHJ0036-60-Q3	FHJ0036-60-Q4	FHD0006-51	FHJ0031-50	FHJ0032-51	FHD0001-50	0	0	0
FHJ0037-01	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	530	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0037-01-D1	FHJ0037-01-D2	FHJ0037-01-Q1	FHJ0037-01-Q2	FHJ0037-01-Q3	FHJ0037-01-Q4	FHD0006-53	FHJ0039-03	FHD0002-10	FHJ0076-01	0	0	0
FHJ0037-30	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	530	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0037-30-D1	FHJ0037-30-D2	FHJ0037-30-Q1	FHJ0037-30-Q2	FHJ0037-30-Q3	FHJ0037-30-Q4	FHJ0063-41	FHJ0070-43	FHJ0068-43	FHJ0056-01	FHJ0069-43	0	0
FHJ0037-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	530	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0037-40-D1	FHJ0037-40-D2	FHJ0037-40-Q1	FHJ0037-40-Q2	FHJ0037-40-Q3	FHJ0037-40-Q4	FHJ0013-01	FHD0006-20	FHJ0059-02	0	0	0	0
FHJ0037-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	530	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0037-50-D1	FHJ0037-50-D2	FHJ0037-50-Q1	FHJ0037-50-Q2	FHJ0037-50-Q3	FHJ0037-50-Q4	FHJ0021-50	FHD0003-50	FHD0006-30	FHJ0074-50	0	0	0
FHJ0038-10	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	100%涤纶 	384	140	280	35	36.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0038-10-D1	FHJ0038-10-D2	FHJ0038-10-Q1	FHJ0038-10-Q2	FHJ0038-10-Q3	FHJ0038-10-Q4	FHJ0063-42	FHJ0019-43	0	0	0	0	0
FHJ0038-20	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	100%涤纶 	384	140	280	35	36.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0038-20-D1	FHJ0038-20-D2	FHJ0038-20-Q1	FHJ0038-20-Q2	FHJ0038-20-Q3	FHJ0038-20-Q4	FHJ0063-41	FHJ0075-41	FHJ0075-42	0	0	0	0
FHJ0038-40	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	100%涤纶 	384	140	280	35	36.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0038-40-D1	FHJ0038-40-D2	FHJ0038-40-Q1	FHJ0038-40-Q2	FHJ0038-40-Q3	FHJ0038-40-Q4	FHJ0063-42	FHJ0034-31	FHJ0019-32	0	0	0	0
FHJ0038-41	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	100%涤纶 	384	140	280	35	36.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0038-41-D1	FHJ0038-41-D2	FHJ0038-41-Q1	FHJ0038-41-Q2	FHJ0038-41-Q3	FHJ0038-41-Q4	FHJ0035-40	FHJ0063-40	FHJ0046-44	0	0	0	0
