布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHJ0059-31	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-31-D1	FHJ0059-31-D2	FHJ0059-31-Q1	FHJ0059-31-Q2	FHJ0059-31-Q3	FHJ0059-31-Q4	FHJ0029-50	FHD0001-10	FHJ0047-43	FHJ0042-10	0	0	0
FHJ0059-35	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-35-D1	FHJ0059-35-D2	FHJ0059-35-Q1	FHJ0059-35-Q2	FHJ0059-35-Q3	FHJ0059-35-Q4	FHJ0084-41	FHJ0009-40	FHJ0058-10	0	0	0	0
FHJ0059-43	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-43-D1	FHJ0059-43-D2	FHJ0059-43-Q1	FHJ0059-43-Q2	FHJ0059-43-Q3	FHJ0059-43-Q4	FHJ0004-20	FHJ0004-21	FHJ0039-21	FHJ0005-43	0	0	0
FHJ0059-45	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-45-D1	FHJ0059-45-D2	FHJ0059-45-Q1	FHJ0059-45-Q2	FHJ0059-45-Q3	FHJ0059-45-Q4	FHJ0065-21	FHJ0029-20	FHJ0041-40	FHJ0041-30	0	0	0
FHJ0059-46	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-46-D1	FHJ0059-46-D2	FHJ0059-46-Q1	FHJ0059-46-Q2	FHJ0059-46-Q3	FHJ0059-46-Q4	FHJ0011-50	FHJ0001-50	FHJ0074-50	0	0	0	0
FHJ0059-53	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-53-D1	FHJ0059-53-D2	FHJ0059-53-Q1	FHJ0059-53-Q2	FHJ0059-53-Q3	FHJ0059-53-Q4	FHJ0044-10	FHD0001-11	FHJ0042-41	FHJ0046-41	0	0	0
FHJ0063-01	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-01-D1	FHJ0063-01-D2	FHJ0063-01-Q1	FHJ0063-01-Q2	FHJ0063-01-Q3	FHJ0063-01-Q4	FHJ0019-01	FHJ0090-41	FHJ0034-41	0	0	0	0
FHJ0063-30	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-30-D1	FHJ0063-30-D2	FHJ0063-30-Q1	FHJ0063-30-Q2	FHJ0063-30-Q3	FHJ0063-30-Q4	FHJ0014-31	FHJ0014-50	FHJ0019-40	FHJ0063-40	0	0	0
FHJ0063-31	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-31-D1	FHJ0063-31-D2	FHJ0063-31-Q1	FHJ0063-31-Q2	FHJ0063-31-Q3	FHJ0063-31-Q4	FHJ0046-41	FHJ0038-20	FHJ0019-42	FHJ0034-20	0	0	0
FHJ0063-32	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-32-D1	FHJ0063-32-D2	FHJ0063-32-Q1	FHJ0063-32-Q2	FHJ0063-32-Q3	FHJ0063-32-Q4	FHJ0056-30	FHJ0055-30	FHD0006-40	FHJ0063-31	0	0	0
FHJ0063-40	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-40-D1	FHJ0063-40-D2	FHJ0063-40-Q1	FHJ0063-40-Q2	FHJ0063-40-Q3	FHJ0063-40-Q4	FHJ0046-42	FHJ0034-01	FHJ0090-40	0	0	0	0
FHJ0063-41	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-41-D1	FHJ0063-41-D2	FHJ0063-41-Q1	FHJ0063-41-Q2	FHJ0063-41-Q3	FHJ0063-41-Q4	FHJ0070-43	FHJ0037-30	FHJ0068-43	FHJ0056-01	FHJ0069-43	0	0
FHJ0063-42	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-42-D1	FHJ0063-42-D2	FHJ0063-42-Q1	FHJ0063-42-Q2	FHJ0063-42-Q3	FHJ0063-42-Q4	FHJ0019-43	FHJ0038-10	0	0	0	0	0
FHJ0063-43	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-43-D1	FHJ0063-43-D2	FHJ0063-43-Q1	FHJ0063-43-Q2	FHJ0063-43-Q3	FHJ0063-43-Q4	FHJ0035-40	FHJ0075-41	FHJ0090-41	0	0	0	0
FHJ0063-50	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-50-D1	FHJ0063-50-D2	FHJ0063-50-Q1	FHJ0063-50-Q2	FHJ0063-50-Q3	FHJ0063-50-Q4	FHJ0011-50	FHJ0063-40	FHJ0030-51	0	0	0	0
FHJ0063-52	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-52-D1	FHJ0063-52-D2	FHJ0063-52-Q1	FHJ0063-52-Q2	FHJ0063-52-Q3	FHJ0063-52-Q4	FHJ0030-50	FHJ0074-50	FHJ0063-40	0	0	0	0
FHJ0065-21	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	489	146	292	32	23	中国	0	1	1	0	0	1	1	0	0	1	FHJ0065-21-D1	FHJ0065-21-D2	FHJ0065-21-Q1	FHJ0065-21-Q2	FHJ0065-21-Q3	FHJ0065-21-Q4	FHJ0029-20	FHJ0059-45	FHJ0041-40	FHJ0041-30	0	0	0
FHJ0065-30	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	489	146	292	32	23	中国	0	1	1	0	0	1	1	0	0	1	FHJ0065-30-D1	FHJ0065-30-D2	FHJ0065-30-Q1	FHJ0065-30-Q2	FHJ0065-30-Q3	FHJ0065-30-Q4	FHD0001-34	FHD0006-32	0	0	0	0	0
FHJ0068-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	3.5	2.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0068-30-D1	FHJ0068-30-D2	FHJ0068-30-Q1	FHJ0068-30-Q2	FHJ0068-30-Q3	FHJ0068-30-Q4	FHJ0056-31	FHJ0069-30	FHD0006-40	FHJ0070-30	0	0	0
FHJ0068-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	3.5	2.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0068-42-D1	FHJ0068-42-D2	FHJ0068-42-Q1	FHJ0068-42-Q2	FHJ0068-42-Q3	FHJ0068-42-Q4	FHJ0041-31	FHJ0040-43	FHD0006-40	FHJ0069-42	0	0	0
FHJ0068-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	3.5	2.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0068-43-D1	FHJ0068-43-D2	FHJ0068-43-Q1	FHJ0068-43-Q2	FHJ0068-43-Q3	FHJ0068-43-Q4	FHJ0063-41	FHJ0070-43	FHJ0037-30	FHJ0056-01	FHJ0069-43	0	0
FHJ0069-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	35	42	中国	0	1	1	0	0	1	1	0	0	1	FHJ0069-30-D1	FHJ0069-30-D2	FHJ0069-30-Q1	FHJ0069-30-Q2	FHJ0069-30-Q3	FHJ0069-30-Q4	FHD0006-40	FHJ0056-31	FHJ0068-30	FHJ0070-30	0	0	0
FHJ0069-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	35	42	中国	0	1	1	0	0	1	1	0	0	1	FHJ0069-42-D1	FHJ0069-42-D2	FHJ0069-42-Q1	FHJ0069-42-Q2	FHJ0069-42-Q3	FHJ0069-42-Q4	FHJ0068-42	FHJ0041-31	FHD0006-40	0	0	0	0
FHJ0069-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	35	42	中国	0	1	1	0	0	1	1	0	0	1	FHJ0069-43-D1	FHJ0069-43-D2	FHJ0069-43-Q1	FHJ0069-43-Q2	FHJ0069-43-Q3	FHJ0069-43-Q4	FHJ0068-43	FHJ0063-41	FHJ0070-43	FHJ0037-30	FHJ0056-01	0	0
FHJ0070-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0070-30-D1	FHJ0070-30-D2	FHJ0070-30-Q1	FHJ0070-30-Q2	FHJ0070-30-Q3	FHJ0070-30-Q4	FHJ0068-30	FHJ0056-31	FHJ0069-30	FHD0006-40	0	0	0
FHJ0070-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	44%涤纶 56%粘胶	780	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0070-43-D1	FHJ0070-43-D2	FHJ0070-43-Q1	FHJ0070-43-Q2	FHJ0070-43-Q3	FHJ0070-43-Q4	FHJ0037-30	FHJ0063-41	FHJ0068-43	FHJ0056-01	FHJ0069-43	0	0
FHJ0071-33	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	49%涤纶 51%粘胶	490	142	284	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0071-33-D1	FHJ0071-33-D2	FHJ0071-33-Q1	FHJ0071-33-Q2	FHJ0071-33-Q3	FHJ0071-33-Q4	FHJ0024-10	FHJ0042-30	FHD0001-10	FHJ0039-40	0	0	0
FHJ0071-50	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	49%涤纶 51%粘胶	490	142	284	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0071-50-D1	FHJ0071-50-D2	FHJ0071-50-Q1	FHJ0071-50-Q2	FHJ0071-50-Q3	FHJ0071-50-Q4	FHJ0046-40	FHJ0063-30	FHJ0038-50	FHJ0038-20	0	0	0
FHJ0073-01	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	56%涤纶 44%粘胶    	396	145	290	36.3	19.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0073-01-D1	FHJ0073-01-D2	FHJ0073-01-Q1	FHJ0073-01-Q2	FHJ0073-01-Q3	FHJ0073-01-Q4	FHJ0059-04	FHJ0050-50	FHJ0041-30	FHJ0041-40	0	0	0
FHJ0073-40	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	56%涤纶 44%粘胶    	396	145	290	36.3	19.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0073-40-D1	FHJ0073-40-D2	FHJ0073-40-Q1	FHJ0073-40-Q2	FHJ0073-40-Q3	FHJ0073-40-Q4	FHJ0077-40	FHD0006-10	FHJ0047-42	FHJ0039-40	0	0	0
FHJ0074-01	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-01-D1	FHJ0074-01-D2	FHJ0074-01-Q1	FHJ0074-01-Q2	FHJ0074-01-Q3	FHJ0074-01-Q4	FHJ0007-04	FHJ0012-01	FHJ0005-40	0	0	0	0
FHJ0074-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-10-D1	FHJ0074-10-D2	FHJ0074-10-Q1	FHJ0074-10-Q2	FHJ0074-10-Q3	FHJ0074-10-Q4	FHJ0006-50	FHJ0018-50	FHD0006-40	FHJ0036-50	0	0	0
FHJ0074-11	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-11-D1	FHJ0074-11-D2	FHJ0074-11-Q1	FHJ0074-11-Q2	FHJ0074-11-Q3	FHJ0074-11-Q4	FHJ0006-10	FHJ0018-41	FHJ0036-50	0	0	0	0
FHJ0074-20	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-20-D1	FHJ0074-20-D2	FHJ0074-20-Q1	FHJ0074-20-Q2	FHJ0074-20-Q3	FHJ0074-20-Q4	FHJ0011-20	FHJ0005-20	FHJ0001-20	0	0	0	0
FHJ0074-40	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-40-D1	FHJ0074-40-D2	FHJ0074-40-Q1	FHJ0074-40-Q2	FHJ0074-40-Q3	FHJ0074-40-Q4	FHJ0018-40	FHJ0006-40	FHD0001-11	0	0	0	0
FHJ0074-50	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-50-D1	FHJ0074-50-D2	FHJ0074-50-Q1	FHJ0074-50-Q2	FHJ0074-50-Q3	FHJ0074-50-Q4	FHD0006-42	FHJ0039-40	FHJ0019-42	FHJ0014-50	0	0	0
FHJ0074-51	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	25%涤纶 75%粘胶    	492	140	280	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0074-51-D1	FHJ0074-51-D2	FHJ0074-51-Q1	FHJ0074-51-Q2	FHJ0074-51-Q3	FHJ0074-51-Q4	FHJ0005-50	FHJ0012-50	FHJ0074-50	0	0	0	0
FHJ0075-41	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	37	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0075-41-D1	FHJ0075-41-D2	FHJ0075-41-Q1	FHJ0075-41-Q2	FHJ0075-41-Q3	FHJ0075-41-Q4	FHJ0063-43	FHJ0035-40	FHJ0090-41	0	0	0	0
FHJ0075-42	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	37	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0075-42-D1	FHJ0075-42-D2	FHJ0075-42-Q1	FHJ0075-42-Q2	FHJ0075-42-Q3	FHJ0075-42-Q4	FHJ0038-20	FHJ0063-41	FHJ0075-41	0	0	0	0
FHJ0075-43	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	37	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0075-43-D1	FHJ0075-43-D2	FHJ0075-43-Q1	FHJ0075-43-Q2	FHJ0075-43-Q3	FHJ0075-43-Q4	FHJ0074-20	FHJ0001-20	FHJ0030-20	0	0	0	0
FHJ0075-10	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	37	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0075-10-D1	FHJ0075-10-D2	FHJ0075-10-Q1	FHJ0075-10-Q2	FHJ0075-10-Q3	FHJ0075-10-Q4	FHJ0046-43	FHJ0063-52	0	0	0	0	0
FHJ0075-50	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	37	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0075-50-D1	FHJ0075-50-D2	FHJ0075-50-Q1	FHJ0075-50-Q2	FHJ0075-50-Q3	FHJ0075-50-Q4	FHJ0014-20	FHJ0074-20	FHJ0019-43	0	0	0	0
FHJ0076-01	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	388	146	292	36.5	49	中国	0	1	1	0	0	1	1	0	0	1	FHJ0076-01-D1	FHJ0076-01-D2	FHJ0076-01-Q1	FHJ0076-01-Q2	FHJ0076-01-Q3	FHJ0076-01-Q4	FHJ0037-01	FHD0006-53	FHJ0039-03	FHD0002-10	0	0	0
FHJ0076-02	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	388	146	292	36.5	49	中国	0	1	1	0	0	1	1	0	0	1	FHJ0076-02-D1	FHJ0076-02-D2	FHJ0076-02-Q1	FHJ0076-02-Q2	FHJ0076-02-Q3	FHJ0076-02-Q4	FHJ0003-01	FHJ0074-50	FHJ0047-01	0	0	0	0
FHJ0076-32	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	388	146	292	36.5	49	中国	0	1	1	0	0	1	1	0	0	1	FHJ0076-32-D1	FHJ0076-32-D2	FHJ0076-32-Q1	FHJ0076-32-Q2	FHJ0076-32-Q3	FHJ0076-32-Q4	FHD0006-51	FHJ0047-10	FHJ0050-30	0	0	0	0
FHJ0076-30	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	388	146	292	36.5	49	中国	0	1	1	0	0	1	1	0	0	1	FHJ0076-30-D1	FHJ0076-30-D2	FHJ0076-30-Q1	FHJ0076-30-Q2	FHJ0076-30-Q3	FHJ0076-30-Q4	FHJ0019-44	FHJ0047-30	FHD0006-51	0	0	0	0
FHJ0077-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	358	144	288	72	134.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0077-40-D1	FHJ0077-40-D2	FHJ0077-40-Q1	FHJ0077-40-Q2	FHJ0077-40-Q3	FHJ0077-40-Q4	FHJ0073-40	FHD0006-10	FHJ0047-42	FHJ0039-40	0	0	0
FHJ0077-10	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	358	144	288	72	134.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0077-10-D1	FHJ0077-10-D2	FHJ0077-10-Q1	FHJ0077-10-Q2	FHJ0077-10-Q3	FHJ0077-10-Q4	FHJ0032-10	FHD0006-43	FHD0006-40	FHJ0077-11	0	0	0
FHJ0077-11	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	358	144	288	72	134.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0077-11-D1	FHJ0077-11-D2	FHJ0077-11-Q1	FHJ0077-11-Q2	FHJ0077-11-Q3	FHJ0077-11-Q4	FHJ0077-10	FHJ0032-10	FHD0006-43	FHD0006-40	0	0	0
FHJ0077-50	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	358	144	288	72	134.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0077-50-D1	FHJ0077-50-D2	FHJ0077-50-Q1	FHJ0077-50-Q2	FHJ0077-50-Q3	FHJ0077-50-Q4	FHJ0036-50	FHJ0041-40	FHD0003-50	0	0	0	0
FHJ0041-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	399	146	292	9.2	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0041-50-D1	FHJ0041-50-D2	FHJ0041-50-Q1	FHJ0041-50-Q2	FHJ0041-50-Q3	FHJ0041-50-Q4	FHJ0048-50	FHJ0033-51	FHD0006-10	FHD0001-11	FHD0003-50	0	0
FHJ0041-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	399	146	292	9.2	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0041-30-D1	FHJ0041-30-D2	FHJ0041-30-Q1	FHJ0041-30-Q2	FHJ0041-30-Q3	FHJ0041-30-Q4	FHJ0065-21	FHJ0029-20	FHJ0059-45	FHJ0041-40	0	0	0
FHJ0041-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	399	146	292	9.2	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0041-20-D1	FHJ0041-20-D2	FHJ0041-20-Q1	FHJ0041-20-Q2	FHJ0041-20-Q3	FHJ0041-20-Q4	FHD0006-10	FHD0001-10	FHJ0048-20	FHJ0050-20	FHJ0033-20	0	0
FHJ0041-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	399	146	292	9.2	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0041-40-D1	FHJ0041-40-D2	FHJ0041-40-Q1	FHJ0041-40-Q2	FHJ0041-40-Q3	FHJ0041-40-Q4	FHJ0040-43	FHJ0047-44	FHJ0033-41	FHJ0033-50	0	0	0
FHJ0041-31	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	399	146	292	9.2	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0041-31-D1	FHJ0041-31-D2	FHJ0041-31-Q1	FHJ0041-31-Q2	FHJ0041-31-Q3	FHJ0041-31-Q4	FHJ0068-42	FHJ0040-43	FHD0006-40	FHJ0069-42	0	0	0
FHJ0078-30	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-30-D1	FHJ0078-30-D2	FHJ0078-30-Q1	FHJ0078-30-Q2	FHJ0078-30-Q3	FHJ0078-30-Q4	FHJ0079-30	FHJ0080-30	FHJ0081-30	FHJ0060-30	0	0	0
FHJ0078-50	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-50-D1	FHJ0078-50-D2	FHJ0078-50-Q1	FHJ0078-50-Q2	FHJ0078-50-Q3	FHJ0078-50-Q4	FHJ0079-20	FHJ0080-50	FHJ0081-50	FHJ0060-50	0	0	0
FHJ0078-40	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-40-D1	FHJ0078-40-D2	FHJ0078-40-Q1	FHJ0078-40-Q2	FHJ0078-40-Q3	FHJ0078-40-Q4	FHJ0079-01	FHJ0080-01	FHJ0079-40	FHJ0081-01	0	0	0
